yyyy-mm-dd,HH:MM,team1,team2,score1,score2
02/02/14,00:00,Catania,Livorno,3,3
02/02/14,00:00,Chievo,Lazio,0,2
02/02/14,00:00,Juventus,Inter,3,1
02/02/14,00:00,Sassuolo,Verona,1,2
03/02/14,00:00,Genoa,Sampdoria,0,1
08/02/14,00:00,Fiorentina,Atalanta,2,0
08/02/14,00:00,Napoli,Milan,3,1
08/02/14,00:00,Udinese,Chievo,3,0
09/02/14,00:00,Inter,Sassuolo,1,0
09/02/14,00:00,Lazio,Roma,0,0
09/02/14,00:00,Livorno,Genoa,0,1
09/02/14,00:00,Parma,Catania,0,0
09/02/14,00:00,Sampdoria,Cagliari,1,0
09/02/14,00:00,Torino,Bologna,1,2
09/02/14,00:00,Verona,Juventus,2,2
14/02/14,00:00,Milan,Bologna,1,0
15/02/14,00:00,Fiorentina,Inter,1,2
16/02/14,00:00,Atalanta,Parma,0,4
16/02/14,00:00,Cagliari,Livorno,1,2
16/02/14,00:00,Catania,Lazio,3,1
16/02/14,00:00,Genoa,Udinese,3,3
16/02/14,00:00,Juventus,Chievo,3,1
16/02/14,00:00,Roma,Sampdoria,3,0
16/02/14,00:00,Sassuolo,Napoli,0,2
17/02/14,00:00,Verona,Torino,1,3
22/02/14,00:00,Bologna,Roma,0,1
23/02/14,00:00,Chievo,Catania,2,0
23/02/14,00:00,Inter,Cagliari,1,1
23/02/14,00:00,Juventus,Torino,1,0
23/02/14,00:00,Lazio,Sassuolo,3,2
23/02/14,00:00,Livorno,Verona,2,3
23/02/14,00:00,Sampdoria,Milan,0,2
23/02/14,00:00,Udinese,Atalanta,1,1
24/02/14,00:00,Napoli,Genoa,1,1
24/02/14,00:00,Parma,Fiorentina,2,2
01/03/14,00:00,Roma,Inter,0,0
02/03/14,00:00,Atalanta,Chievo,2,1
02/03/14,00:00,Cagliari,Udinese,3,0
02/03/14,00:00,Fiorentina,Lazio,0,1
02/03/14,00:00,Genoa,Catania,2,0
02/03/14,00:00,Livorno,Napoli,1,1
02/03/14,00:00,Milan,Juventus,0,2
02/03/14,00:00,Sassuolo,Parma,0,1
02/03/14,00:00,Torino,Sampdoria,0,2
02/03/14,00:00,Verona,Bologna,0,0
08/03/14,00:00,Catania,Cagliari,1,1
08/03/14,00:00,Udinese,Milan,1,0
09/03/14,00:00,Bologna,Sassuolo,0,0
09/03/14,00:00,Chievo,Genoa,2,1
09/03/14,00:00,Inter,Torino,1,0
09/03/14,00:00,Juventus,Fiorentina,1,0
09/03/14,00:00,Lazio,Atalanta,0,1
09/03/14,00:00,Napoli,Roma,1,0
09/03/14,00:00,Parma,Verona,2,0
09/03/14,00:00,Sampdoria,Livorno,4,2
15/03/14,00:00,Verona,Inter,0,2
16/03/14,00:00,Atalanta,Sampdoria,3,0
16/03/14,00:00,Cagliari,Lazio,0,2
16/03/14,00:00,Fiorentina,Chievo,3,1
16/03/14,00:00,Genoa,Juventus,0,1
16/03/14,00:00,Livorno,Bologna,2,1
16/03/14,00:00,Milan,Parma,2,4
16/03/14,00:00,Sassuolo,Catania,3,1
17/03/14,00:00,Roma,Udinese,3,2
17/03/14,00:00,Torino,Napoli,0,1
22/03/14,00:00,Chievo,Roma,0,2
22/03/14,00:00,Torino,Livorno,3,1
23/03/14,00:00,Bologna,Cagliari,1,0
23/03/14,00:00,Catania,Juventus,0,1
23/03/14,00:00,Inter,Atalanta,1,2
23/03/14,00:00,Lazio,Milan,1,1
23/03/14,00:00,Napoli,Fiorentina,0,1
23/03/14,00:00,Parma,Genoa,1,1
23/03/14,00:00,Sampdoria,Verona,5,0
23/03/14,00:00,Udinese,Sassuolo,1,0
25/03/14,00:00,Roma,Torino,2,1
26/03/14,00:00,Atalanta,Livorno,2,0
26/03/14,00:00,Cagliari,Verona,1,0
26/03/14,00:00,Catania,Napoli,2,4
26/03/14,00:00,Chievo,Bologna,3,0
26/03/14,00:00,Fiorentina,Milan,0,2
26/03/14,00:00,Genoa,Lazio,2,0
26/03/14,00:00,Juventus,Parma,2,1
26/03/14,00:00,Sassuolo,Sampdoria,1,2
27/03/14,00:00,Inter,Udinese,0,0
29/03/14,00:00,Bologna,Atalanta,0,2
29/03/14,00:00,Milan,Chievo,3,0
30/03/14,00:00,Lazio,Parma,3,2
30/03/14,00:00,Napoli,Juventus,2,0
30/03/14,00:00,Sampdoria,Fiorentina,0,0
30/03/14,00:00,Sassuolo,Roma,0,2
30/03/14,00:00,Torino,Cagliari,2,1
30/03/14,00:00,Verona,Genoa,3,0
31/03/14,00:00,Livorno,Inter,2,2
31/03/14,00:00,Udinese,Catania,1,0
02/04/14,00:00,Roma,Parma,4,2
05/04/14,00:00,Chievo,Verona,0,1
05/04/14,00:00,Inter,Bologna,2,2
06/04/14,00:00,Atalanta,Sassuolo,0,2
06/04/14,00:00,Cagliari,Roma,1,3
06/04/14,00:00,Catania,Torino,1,2
06/04/14,00:00,Fiorentina,Udinese,2,1
06/04/14,00:00,Lazio,Sampdoria,2,0
06/04/14,00:00,Parma,Napoli,1,0
07/04/14,00:00,Genoa,Milan,1,2
07/04/14,00:00,Juventus,Livorno,2,0
12/04/14,00:00,Roma,Atalanta,3,1
12/04/14,00:00,Sassuolo,Cagliari,1,1
13/04/14,00:00,Bologna,Parma,1,1
13/04/14,00:00,Livorno,Chievo,2,4
13/04/14,00:00,Milan,Catania,1,0
13/04/14,00:00,Napoli,Lazio,4,2
13/04/14,00:00,Sampdoria,Inter,0,4
13/04/14,00:00,Torino,Genoa,2,1
13/04/14,00:00,Verona,Fiorentina,3,5
14/04/14,00:00,Udinese,Juventus,0,2
19/04/14,00:00,Atalanta,Verona,1,2
19/04/14,00:00,Catania,Sampdoria,2,1
19/04/14,00:00,Chievo,Sassuolo,0,1
19/04/14,00:00,Fiorentina,Roma,0,1
19/04/14,00:00,Genoa,Cagliari,1,2
19/04/14,00:00,Juventus,Bologna,1,0
19/04/14,00:00,Lazio,Torino,3,3
19/04/14,00:00,Milan,Livorno,3,0
19/04/14,00:00,Parma,Inter,0,2
19/04/14,00:00,Udinese,Napoli,1,1
25/04/14,00:00,Roma,Milan,2,0
26/04/14,00:00,Bologna,Fiorentina,0,3
26/04/14,00:00,Inter,Napoli,0,0
27/04/14,00:00,Atalanta,Genoa,1,1
27/04/14,00:00,Cagliari,Parma,1,0
27/04/14,00:00,Livorno,Lazio,0,2
27/04/14,00:00,Sampdoria,Chievo,2,1
27/04/14,00:00,Torino,Udinese,2,0
27/04/14,00:00,Verona,Catania,4,0
28/04/14,00:00,Sassuolo,Juventus,1,3
04/05/14,00:00,Catania,Roma,4,1
04/05/14,00:00,Chievo,Torino,0,1
04/05/14,00:00,Genoa,Bologna,0,0
04/05/14,00:00,Milan,Inter,1,0
04/05/14,00:00,Parma,Sampdoria,2,0
04/05/14,00:00,Udinese,Livorno,5,3
05/05/14,00:00,Juventus,Atalanta,1,0
05/05/14,00:00,Lazio,Verona,3,3
06/05/14,00:00,Fiorentina,Sassuolo,3,4
06/05/14,00:00,Napoli,Cagliari,3,0
10/05/14,00:00,Inter,Lazio,4,1
10/05/14,00:00,Verona,Udinese,2,2
11/05/14,00:00,Atalanta,Milan,2,1
11/05/14,00:00,Bologna,Catania,1,2
11/05/14,00:00,Cagliari,Chievo,0,1
11/05/14,00:00,Livorno,Fiorentina,0,1
11/05/14,00:00,Roma,Juventus,0,1
11/05/14,00:00,Sampdoria,Napoli,2,5
11/05/14,00:00,Sassuolo,Genoa,4,2
11/05/14,00:00,Torino,Parma,1,1
17/05/14,00:00,Udinese,Sampdoria,3,3
18/05/14,00:00,Catania,Atalanta,2,1
18/05/14,00:00,Chievo,Inter,2,1
18/05/14,00:00,Fiorentina,Torino,2,2
18/05/14,00:00,Genoa,Roma,1,0
18/05/14,00:00,Juventus,Cagliari,3,0
18/05/14,00:00,Lazio,Bologna,1,0
18/05/14,00:00,Milan,Sassuolo,2,1
18/05/14,00:00,Napoli,Verona,5,1
18/05/14,00:00,Parma,Livorno,2,0
30/08/14,00:00,Chievo,Juventus,0,1
30/08/14,00:00,Roma,Fiorentina,2,0
31/08/14,00:00,Atalanta,Verona,0,0
31/08/14,00:00,Cesena,Parma,1,0
31/08/14,00:00,Genoa,Napoli,1,2
31/08/14,00:00,Milan,Lazio,3,1
31/08/14,00:00,Palermo,Sampdoria,1,1
31/08/14,00:00,Sassuolo,Cagliari,1,1
31/08/14,00:00,Torino,Inter,0,0
31/08/14,00:00,Udinese,Empoli,2,0
13/09/14,00:00,Empoli,Roma,0,1
13/09/14,00:00,Juventus,Udinese,2,0
14/09/14,00:00,Cagliari,Atalanta,1,2
14/09/14,00:00,Fiorentina,Genoa,0,0
14/09/14,00:00,Inter,Sassuolo,7,0
14/09/14,00:00,Lazio,Cesena,3,0
14/09/14,00:00,Napoli,Chievo,0,1
14/09/14,00:00,Parma,Milan,4,5
14/09/14,00:00,Sampdoria,Torino,2,0
15/09/14,00:00,Verona,Palermo,2,1
20/09/14,00:00,Cesena,Empoli,2,2
20/09/14,00:00,Milan,Juventus,0,1
21/09/14,00:00,Atalanta,Fiorentina,0,1
21/09/14,00:00,Chievo,Parma,2,3
21/09/14,00:00,Genoa,Lazio,1,0
21/09/14,00:00,Palermo,Inter,1,1
21/09/14,00:00,Roma,Cagliari,2,0
21/09/14,00:00,Sassuolo,Sampdoria,0,0
21/09/14,00:00,Torino,Verona,0,1
21/09/14,00:00,Udinese,Napoli,1,0
23/09/14,00:00,Empoli,Milan,2,2
24/09/14,00:00,Cagliari,Torino,1,2
24/09/14,00:00,Fiorentina,Sassuolo,0,0
24/09/14,00:00,Inter,Atalanta,2,0
24/09/14,00:00,Juventus,Cesena,3,0
24/09/14,00:00,Napoli,Palermo,3,3
24/09/14,00:00,Parma,Roma,1,2
24/09/14,00:00,Sampdoria,Chievo,2,1
24/09/14,00:00,Verona,Genoa,2,2
25/09/14,00:00,Lazio,Udinese,0,1
27/09/14,00:00,Atalanta,Juventus,0,3
27/09/14,00:00,Roma,Verona,2,0
28/09/14,00:00,Cesena,Milan,1,1
28/09/14,00:00,Chievo,Empoli,1,1
28/09/14,00:00,Genoa,Sampdoria,0,1
28/09/14,00:00,Inter,Cagliari,1,4
28/09/14,00:00,Sassuolo,Napoli,0,1
28/09/14,00:00,Torino,Fiorentina,1,1
29/09/14,00:00,Palermo,Lazio,0,4
29/09/14,00:00,Udinese,Parma,4,2
04/10/14,00:00,Milan,Chievo,2,0
04/10/14,00:00,Verona,Cagliari,1,0
05/10/14,00:00,Empoli,Palermo,3,0
05/10/14,00:00,Fiorentina,Inter,3,0
05/10/14,00:00,Juventus,Roma,3,2
05/10/14,00:00,Lazio,Sassuolo,3,2
05/10/14,00:00,Napoli,Torino,2,1
05/10/14,00:00,Parma,Genoa,1,2
05/10/14,00:00,Sampdoria,Atalanta,1,0
05/10/14,00:00,Udinese,Cesena,1,1
18/10/14,00:00,Roma,Chievo,3,0
18/10/14,00:00,Sassuolo,Juventus,1,1
19/10/14,00:00,Atalanta,Parma,1,0
19/10/14,00:00,Cagliari,Sampdoria,2,2
19/10/14,00:00,Fiorentina,Lazio,0,2
19/10/14,00:00,Inter,Napoli,2,2
19/10/14,00:00,Palermo,Cesena,2,1
19/10/14,00:00,Torino,Udinese,1,0
19/10/14,00:00,Verona,Milan,1,3
20/10/14,00:00,Genoa,Empoli,1,1
25/10/14,00:00,Empoli,Cagliari,0,4
25/10/14,00:00,Parma,Sassuolo,1,3
25/10/14,00:00,Sampdoria,Roma,0,0
26/10/14,00:00,Cesena,Inter,0,1
26/10/14,00:00,Chievo,Genoa,1,2
26/10/14,00:00,Juventus,Palermo,2,0
26/10/14,00:00,Lazio,Torino,2,1
26/10/14,00:00,Milan,Fiorentina,1,1
26/10/14,00:00,Napoli,Verona,6,2
26/10/14,00:00,Udinese,Atalanta,2,0
28/10/14,00:00,Sassuolo,Empoli,3,1
29/10/14,00:00,Atalanta,Napoli,1,1
29/10/14,00:00,Cagliari,Milan,1,1
29/10/14,00:00,Fiorentina,Udinese,3,0
29/10/14,00:00,Genoa,Juventus,1,0
29/10/14,00:00,Inter,Sampdoria,1,0
29/10/14,00:00,Palermo,Chievo,1,0
29/10/14,00:00,Roma,Cesena,2,0
29/10/14,00:00,Torino,Parma,1,0
30/10/14,00:00,Verona,Lazio,1,1
01/11/14,00:00,Empoli,Juventus,0,2
01/11/14,00:00,Napoli,Roma,2,0
01/11/14,00:00,Parma,Inter,2,0
02/11/14,00:00,Chievo,Sassuolo,0,0
02/11/14,00:00,Milan,Palermo,0,2
02/11/14,00:00,Sampdoria,Fiorentina,3,1
02/11/14,00:00,Torino,Atalanta,0,0
02/11/14,00:00,Udinese,Genoa,2,4
03/11/14,00:00,Cesena,Verona,1,1
03/11/14,00:00,Lazio,Cagliari,4,2
08/11/14,00:00,Sampdoria,Milan,2,2
08/11/14,00:00,Sassuolo,Atalanta,0,0
09/11/14,00:00,Cagliari,Genoa,1,1
09/11/14,00:00,Chievo,Cesena,2,1
09/11/14,00:00,Empoli,Lazio,2,1
09/11/14,00:00,Fiorentina,Napoli,0,1
09/11/14,00:00,Inter,Verona,2,2
09/11/14,00:00,Juventus,Parma,7,0
09/11/14,00:00,Palermo,Udinese,1,1
09/11/14,00:00,Roma,Torino,3,0
22/11/14,00:00,Atalanta,Roma,1,2
22/11/14,00:00,Lazio,Juventus,0,3
23/11/14,00:00,Cesena,Sampdoria,1,1
23/11/14,00:00,Milan,Inter,1,1
23/11/14,00:00,Napoli,Cagliari,3,3
23/11/14,00:00,Parma,Empoli,0,2
23/11/14,00:00,Torino,Sassuolo,0,1
23/11/14,00:00,Udinese,Chievo,1,1
23/11/14,00:00,Verona,Fiorentina,1,2
24/11/14,00:00,Genoa,Palermo,1,1
29/11/14,00:00,Chievo,Lazio,0,0
29/11/14,00:00,Sassuolo,Verona,2,1
30/11/14,00:00,Cagliari,Fiorentina,0,4
30/11/14,00:00,Cesena,Genoa,0,3
30/11/14,00:00,Empoli,Atalanta,0,0
30/11/14,00:00,Juventus,Torino,2,1
30/11/14,00:00,Milan,Udinese,2,0
30/11/14,00:00,Palermo,Parma,2,1
30/11/14,00:00,Roma,Inter,4,2
01/12/14,00:00,Sampdoria,Napoli,1,1
05/12/14,00:00,Fiorentina,Juventus,0,0
06/12/14,00:00,Roma,Sassuolo,2,2
06/12/14,00:00,Torino,Palermo,2,2
07/12/14,00:00,Atalanta,Cesena,3,2
07/12/14,00:00,Genoa,Milan,1,0
07/12/14,00:00,Inter,Udinese,1,2
07/12/14,00:00,Napoli,Empoli,2,2
07/12/14,00:00,Parma,Lazio,1,2
08/12/14,00:00,Cagliari,Chievo,0,2
08/12/14,00:00,Verona,Sampdoria,1,3
13/12/14,00:00,Lazio,Atalanta,3,0
13/12/14,00:00,Palermo,Sassuolo,2,1
14/12/14,00:00,Cesena,Fiorentina,1,4
14/12/14,00:00,Genoa,Roma,0,1
14/12/14,00:00,Juventus,Sampdoria,1,1
14/12/14,00:00,Milan,Napoli,2,0
14/12/14,00:00,Parma,Cagliari,0,0
14/12/14,00:00,Udinese,Verona,1,2
15/12/14,00:00,Chievo,Inter,0,2
15/12/14,00:00,Empoli,Torino,0,0
18/12/14,00:00,Cagliari,Juventus,1,3
18/12/14,00:00,Napoli,Parma,2,0
20/12/14,00:00,Roma,Milan,0,0
20/12/14,00:00,Sassuolo,Cesena,1,1
21/12/14,00:00,Atalanta,Palermo,3,3
21/12/14,00:00,Fiorentina,Empoli,1,1
21/12/14,00:00,Inter,Lazio,2,2
21/12/14,00:00,Sampdoria,Udinese,2,2
21/12/14,00:00,Torino,Genoa,2,1
21/12/14,00:00,Verona,Chievo,0,1
05/01/15,00:00,Lazio,Sampdoria,3,0
06/01/15,00:00,Cesena,Napoli,1,4
06/01/15,00:00,Chievo,Torino,0,0
06/01/15,00:00,Empoli,Verona,0,0
06/01/15,00:00,Genoa,Atalanta,2,2
06/01/15,00:00,Juventus,Inter,1,1
06/01/15,00:00,Milan,Sassuolo,1,2
06/01/15,00:00,Palermo,Cagliari,5,0
06/01/15,00:00,Parma,Fiorentina,1,0
06/01/15,00:00,Udinese,Roma,0,1
10/01/15,00:00,Sassuolo,Udinese,1,1
10/01/15,00:00,Torino,Milan,1,1
11/01/15,00:00,Atalanta,Chievo,1,1
11/01/15,00:00,Cagliari,Cesena,2,1
11/01/15,00:00,Fiorentina,Palermo,4,3
11/01/15,00:00,Inter,Genoa,3,1
11/01/15,00:00,Napoli,Juventus,1,3
11/01/15,00:00,Roma,Lazio,2,2
11/01/15,00:00,Sampdoria,Empoli,1,0
11/01/15,00:00,Verona,Parma,3,1
17/01/15,00:00,Empoli,Inter,0,0
17/01/15,00:00,Palermo,Roma,1,1
18/01/15,00:00,Cesena,Torino,2,3
18/01/15,00:00,Chievo,Fiorentina,1,2
18/01/15,00:00,Genoa,Sassuolo,3,3
18/01/15,00:00,Juventus,Verona,4,0
18/01/15,00:00,Lazio,Napoli,0,1
18/01/15,00:00,Milan,Atalanta,0,1
18/01/15,00:00,Parma,Sampdoria,0,2
18/01/15,00:00,Udinese,Cagliari,2,2
24/01/15,00:00,Cagliari,Sassuolo,2,1
24/01/15,00:00,Lazio,Milan,3,1
25/01/15,00:00,Fiorentina,Roma,1,1
25/01/15,00:00,Inter,Torino,0,1
25/01/15,00:00,Juventus,Chievo,2,0
25/01/15,00:00,Parma,Cesena,1,2
25/01/15,00:00,Sampdoria,Palermo,1,1
25/01/15,00:00,Verona,Atalanta,1,0
26/01/15,00:00,Empoli,Udinese,1,2
26/01/15,00:00,Napoli,Genoa,2,1
31/01/15,00:00,Genoa,Fiorentina,1,1
31/01/15,00:00,Roma,Empoli,1,1
01/02/15,00:00,Atalanta,Cagliari,2,1
01/02/15,00:00,Cesena,Lazio,2,1
01/02/15,00:00,Chievo,Napoli,1,2
01/02/15,00:00,Milan,Parma,3,1
01/02/15,00:00,Palermo,Verona,2,1
01/02/15,00:00,Sassuolo,Inter,3,1
01/02/15,00:00,Torino,Sampdoria,5,1
01/02/15,00:00,Udinese,Juventus,0,0
07/02/15,00:00,Juventus,Milan,3,1
07/02/15,00:00,Verona,Torino,1,3
08/02/15,00:00,Cagliari,Roma,1,2
08/02/15,00:00,Empoli,Cesena,2,0
08/02/15,00:00,Fiorentina,Atalanta,3,2
08/02/15,00:00,Inter,Palermo,3,0
08/02/15,00:00,Napoli,Udinese,3,1
08/02/15,00:00,Sampdoria,Sassuolo,1,1
09/02/15,00:00,Lazio,Genoa,0,1
11/02/15,00:00,Parma,Chievo,0,1
14/02/15,00:00,Palermo,Napoli,3,1
14/02/15,00:00,Sassuolo,Fiorentina,1,3
15/02/15,00:00,Atalanta,Inter,1,4
15/02/15,00:00,Cesena,Juventus,2,2
15/02/15,00:00,Chievo,Sampdoria,2,1
15/02/15,00:00,Genoa,Verona,5,2
15/02/15,00:00,Milan,Empoli,1,1
15/02/15,00:00,Roma,Parma,0,0
15/02/15,00:00,Torino,Cagliari,1,1
15/02/15,00:00,Udinese,Lazio,0,1
20/02/15,00:00,Juventus,Atalanta,2,1
22/02/15,00:00,Empoli,Chievo,3,0
22/02/15,00:00,Fiorentina,Torino,1,1
22/02/15,00:00,Lazio,Palermo,2,1
22/02/15,00:00,Milan,Cesena,2,0
22/02/15,00:00,Verona,Roma,1,1
23/02/15,00:00,Cagliari,Inter,1,2
23/02/15,00:00,Napoli,Sassuolo,2,0
24/02/15,00:00,Sampdoria,Genoa,1,1
28/02/15,00:00,Chievo,Milan,0,0
01/03/15,00:00,Atalanta,Sampdoria,1,2
01/03/15,00:00,Cagliari,Verona,1,2
01/03/15,00:00,Cesena,Udinese,1,0
01/03/15,00:00,Inter,Fiorentina,0,1
01/03/15,00:00,Palermo,Empoli,0,0
01/03/15,00:00,Sassuolo,Lazio,0,3
01/03/15,00:00,Torino,Napoli,1,0
02/03/15,00:00,Roma,Juventus,1,1
07/03/15,00:00,Milan,Verona,2,2
07/03/15,00:00,Sampdoria,Cagliari,2,0
08/03/15,00:00,Cesena,Palermo,0,0
08/03/15,00:00,Chievo,Roma,0,0
08/03/15,00:00,Empoli,Genoa,1,1
08/03/15,00:00,Napoli,Inter,2,2
08/03/15,00:00,Parma,Atalanta,0,0
08/03/15,00:00,Udinese,Torino,3,2
09/03/15,00:00,Juventus,Sassuolo,1,0
09/03/15,00:00,Lazio,Fiorentina,4,0
14/03/15,00:00,Cagliari,Empoli,1,1
14/03/15,00:00,Palermo,Juventus,0,1
15/03/15,00:00,Atalanta,Udinese,0,0
15/03/15,00:00,Genoa,Chievo,0,2
15/03/15,00:00,Inter,Cesena,1,1
15/03/15,00:00,Sassuolo,Parma,4,1
15/03/15,00:00,Verona,Napoli,2,0
16/03/15,00:00,Fiorentina,Milan,2,1
16/03/15,00:00,Roma,Sampdoria,0,2
16/03/15,00:00,Torino,Lazio,0,2
21/03/15,00:00,Chievo,Palermo,1,0
21/03/15,00:00,Milan,Cagliari,3,1
22/03/15,00:00,Cesena,Roma,0,1
22/03/15,00:00,Empoli,Sassuolo,3,1
22/03/15,00:00,Juventus,Genoa,1,0
22/03/15,00:00,Lazio,Verona,2,0
22/03/15,00:00,Napoli,Atalanta,1,1
22/03/15,00:00,Parma,Torino,0,2
22/03/15,00:00,Sampdoria,Inter,1,0
22/03/15,00:00,Udinese,Fiorentina,2,2
04/04/15,00:00,Atalanta,Torino,1,2
04/04/15,00:00,Cagliari,Lazio,1,3
04/04/15,00:00,Fiorentina,Sampdoria,2,0
04/04/15,00:00,Genoa,Udinese,1,1
04/04/15,00:00,Inter,Parma,1,1
04/04/15,00:00,Juventus,Empoli,2,0
04/04/15,00:00,Palermo,Milan,1,2
04/04/15,00:00,Roma,Napoli,1,0
04/04/15,00:00,Sassuolo,Chievo,1,0
04/04/15,00:00,Verona,Cesena,3,3
08/04/15,00:00,Parma,Udinese,1,0
11/04/15,00:00,Genoa,Cagliari,2,0
11/04/15,00:00,Parma,Juventus,1,0
11/04/15,00:00,Verona,Inter,0,3
12/04/15,00:00,Atalanta,Sassuolo,2,1
12/04/15,00:00,Cesena,Chievo,0,1
12/04/15,00:00,Lazio,Empoli,4,0
12/04/15,00:00,Milan,Sampdoria,1,1
12/04/15,00:00,Napoli,Fiorentina,3,0
12/04/15,00:00,Torino,Roma,1,1
12/04/15,00:00,Udinese,Palermo,1,3
15/04/15,00:00,Genoa,Parma,2,0
18/04/15,00:00,Juventus,Lazio,2,0
18/04/15,00:00,Sampdoria,Cesena,0,0
19/04/15,00:00,Cagliari,Napoli,0,3
19/04/15,00:00,Chievo,Udinese,1,1
19/04/15,00:00,Empoli,Parma,2,2
19/04/15,00:00,Inter,Milan,0,0
19/04/15,00:00,Palermo,Genoa,2,1
19/04/15,00:00,Roma,Atalanta,1,1
19/04/15,00:00,Sassuolo,Torino,1,1
20/04/15,00:00,Fiorentina,Verona,0,1
25/04/15,00:00,Inter,Roma,2,1
25/04/15,00:00,Udinese,Milan,2,1
26/04/15,00:00,Atalanta,Empoli,2,2
26/04/15,00:00,Fiorentina,Cagliari,1,3
26/04/15,00:00,Genoa,Cesena,3,1
26/04/15,00:00,Lazio,Chievo,1,1
26/04/15,00:00,Napoli,Sampdoria,4,2
26/04/15,00:00,Parma,Palermo,1,0
26/04/15,00:00,Torino,Juventus,2,1
26/04/15,00:00,Verona,Sassuolo,3,2
28/04/15,00:00,Udinese,Inter,1,2
29/04/15,00:00,Cesena,Atalanta,2,2
29/04/15,00:00,Chievo,Cagliari,1,0
29/04/15,00:00,Juventus,Fiorentina,3,2
29/04/15,00:00,Lazio,Parma,4,0
29/04/15,00:00,Milan,Genoa,1,3
29/04/15,00:00,Palermo,Torino,2,2
29/04/15,00:00,Sampdoria,Verona,1,1
29/04/15,00:00,Sassuolo,Roma,0,3
30/04/15,00:00,Empoli,Napoli,4,2
02/05/15,00:00,Sampdoria,Juventus,0,1
02/05/15,00:00,Sassuolo,Palermo,0,0
03/05/15,00:00,Atalanta,Lazio,1,1
03/05/15,00:00,Fiorentina,Cesena,3,1
03/05/15,00:00,Inter,Chievo,0,0
03/05/15,00:00,Napoli,Milan,3,0
03/05/15,00:00,Roma,Genoa,2,0
03/05/15,00:00,Verona,Udinese,0,1
04/05/15,00:00,Cagliari,Parma,4,0
06/05/15,00:00,Torino,Empoli,0,1
09/05/15,00:00,Juventus,Cagliari,1,1
09/05/15,00:00,Milan,Roma,2,1
10/05/15,00:00,Cesena,Sassuolo,2,3
10/05/15,00:00,Chievo,Verona,2,2
10/05/15,00:00,Empoli,Fiorentina,2,3
10/05/15,00:00,Lazio,Inter,1,2
10/05/15,00:00,Palermo,Atalanta,2,3
10/05/15,00:00,Parma,Napoli,2,2
10/05/15,00:00,Udinese,Sampdoria,1,4
11/05/15,00:00,Genoa,Torino,5,1
16/05/15,00:00,Inter,Juventus,1,2
16/05/15,00:00,Sampdoria,Lazio,0,1
17/05/15,00:00,Atalanta,Genoa,1,4
17/05/15,00:00,Cagliari,Palermo,0,1
17/05/15,00:00,Roma,Udinese,2,1
17/05/15,00:00,Sassuolo,Milan,3,2
17/05/15,00:00,Torino,Chievo,2,0
17/05/15,00:00,Verona,Empoli,2,1
18/05/15,00:00,Fiorentina,Parma,3,0
18/05/15,00:00,Napoli,Cesena,3,2
23/05/15,00:00,Genoa,Inter,3,2
23/05/15,00:00,Juventus,Napoli,3,1
24/05/15,00:00,Cesena,Cagliari,0,1
24/05/15,00:00,Chievo,Atalanta,1,1
24/05/15,00:00,Empoli,Sampdoria,1,1
24/05/15,00:00,Milan,Torino,3,0
24/05/15,00:00,Palermo,Fiorentina,2,3
24/05/15,00:00,Parma,Verona,2,2
24/05/15,00:00,Udinese,Sassuolo,0,1
25/05/15,00:00,Lazio,Roma,1,2
30/05/15,00:00,Atalanta,Milan,1,3
30/05/15,00:00,Verona,Juventus,2,2
31/05/15,00:00,Cagliari,Udinese,4,3
31/05/15,00:00,Fiorentina,Chievo,3,0
31/05/15,00:00,Inter,Empoli,4,3
31/05/15,00:00,Napoli,Lazio,2,4
31/05/15,00:00,Roma,Palermo,1,2
31/05/15,00:00,Sampdoria,Parma,2,2
31/05/15,00:00,Sassuolo,Genoa,3,1
31/05/15,00:00,Torino,Cesena,5,0
22/08/15,00:00,Lazio,Bologna,2,1
22/08/15,00:00,Verona,Roma,1,1
23/08/15,00:00,Empoli,Chievo,1,3
23/08/15,00:00,Fiorentina,Milan,2,0
23/08/15,00:00,Frosinone,Torino,1,2
23/08/15,00:00,Inter,Atalanta,1,0
23/08/15,00:00,Juventus,Udinese,0,1
23/08/15,00:00,Palermo,Genoa,1,0
23/08/15,00:00,Sampdoria,Carpi,5,2
23/08/15,00:00,Sassuolo,Napoli,2,1
29/08/15,00:00,Bologna,Sassuolo,0,1
29/08/15,00:00,Milan,Empoli,2,1
30/08/15,00:00,Atalanta,Frosinone,2,0
30/08/15,00:00,Carpi,Inter,1,2
30/08/15,00:00,Chievo,Lazio,4,0
30/08/15,00:00,Genoa,Verona,2,0
30/08/15,00:00,Napoli,Sampdoria,2,2
30/08/15,00:00,Roma,Juventus,2,1
30/08/15,00:00,Torino,Fiorentina,3,1
30/08/15,00:00,Udinese,Palermo,0,1
12/09/15,00:00,Fiorentina,Genoa,1,0
12/09/15,00:00,Frosinone,Roma,0,2
12/09/15,00:00,Juventus,Chievo,1,1
13/09/15,00:00,Empoli,Napoli,2,2
13/09/15,00:00,Inter,Milan,1,0
13/09/15,00:00,Lazio,Udinese,2,0
13/09/15,00:00,Palermo,Carpi,2,2
13/09/15,00:00,Sassuolo,Atalanta,2,2
13/09/15,00:00,Verona,Torino,2,2
14/09/15,00:00,Sampdoria,Bologna,2,0
19/09/15,00:00,Milan,Palermo,3,2
19/09/15,00:00,Udinese,Empoli,1,2
